Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population_Staying_at_Home,Population_Not_Staying_at_Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
County,2019/07/16,17,IL,17019,Champaign County,48369,161320,885837,167024,252348,144276,139495,137930,24058,11887,6189,1287,1343,17-17019-20190716
County,2019/07/17,17,IL,17019,Champaign County,47831,161858,935174,197170,255161,156867,136990,142985,25163,12592,5708,1419,1119,17-17019-20190717
County,2019/07/18,17,IL,17019,Champaign County,47994,161695,906563,190450,258700,137165,133428,136474,26108,13057,7201,2457,1523,17-17019-20190718
County,2019/07/19,17,IL,17019,Champaign County,48678,161011,894311,188632,252995,136681,136744,125802,28543,12287,7406,3914,1307,17-17019-20190719
County,2019/07/20,17,IL,17019,Champaign County,50195,159494,963056,203867,258979,144984,160091,140985,27767,16643,6833,1638,1269,17-17019-20190720
County,2019/07/21,17,IL,17019,Champaign County,48485,161204,802074,154970,221236,130915,119393,115874,33347,14477,7154,3069,1639,17-17019-20190721
County,2019/07/22,17,IL,17019,Champaign County,50348,159341,923286,191576,256209,147101,145777,132512,28049,12293,6141,2307,1321,17-17019-20190722
County,2019/07/23,17,IL,17019,Champaign County,50763,158926,938127,189946,257908,150644,152991,140929,26051,10933,5363,2269,1093,17-17019-20190723
County,2019/07/24,17,IL,17019,Champaign County,49337,160352,972725,202204,280085,153867,144783,143474,31179,8839,5742,1650,902,17-17019-20190724
County,2019/07/25,17,IL,17019,Champaign County,50158,159531,1024553,203112,284705,170564,158219,153470,31197,13624,5470,2758,1434,17-17019-20190725
County,2019/07/26,17,IL,17019,Champaign County,48658,161031,1043228,214289,288407,166145,166737,152299,32121,14225,5448,2509,1048,17-17019-20190726
County,2019/07/27,17,IL,17019,Champaign County,51664,158025,995571,207671,271109,158915,161344,144058,29416,14092,6397,1667,902,17-17019-20190727
County,2019/07/28,17,IL,17019,Champaign County,52780,156909,902594,181516,254824,146168,134758,128145,29518,17235,6930,2790,710,17-17019-20190728
County,2019/07/29,17,IL,17019,Champaign County,47749,161940,922776,189595,247020,158354,127666,152834,26930,12307,4527,2637,906,17-17019-20190729
County,2019/07/30,17,IL,17019,Champaign County,49131,160558,982239,203128,274956,170743,137226,149998,25547,11566,4440,3690,945,17-17019-20190730
County,2019/07/31,17,IL,17019,Champaign County,48340,161349,994636,198780,278111,175249,148291,142285,29576,12640,5067,3591,1046,17-17019-20190731
County,2019/08/01,17,IL,17019,Champaign County,47186,162503,977451,202638,267086,174492,144126,137680,28604,12969,4407,3865,1584,17-17019-20190801
County,2019/08/02,17,IL,17019,Champaign County,45425,164264,995199,175425,297269,176293,146735,145815,30548,13539,5419,3056,1100,17-17019-20190802
County,2019/08/03,17,IL,17019,Champaign County,48587,161102,987927,209030,268788,161462,159156,127620,34946,16630,6069,3281,945,17-17019-20190803
County,2019/08/04,17,IL,17019,Champaign County,51140,158549,846845,173095,240548,148250,120620,109798,27023,14516,6235,5219,1541,17-17019-20190804
County,2019/08/05,17,IL,17019,Champaign County,49984,159705,906387,178298,247779,165729,136234,128075,28887,9710,5387,4764,1524,17-17019-20190805
County,2019/08/06,17,IL,17019,Champaign County,50203,159486,912339,187673,257898,139351,133223,140566,31119,12826,5230,3394,1059,17-17019-20190806
County,2019/08/07,17,IL,17019,Champaign County,52867,156822,1028109,201503,290660,171116,162669,152534,31074,12979,3156,1599,819,17-17019-20190807
County,2019/08/08,17,IL,17019,Champaign County,47139,162550,848710,159250,245636,152934,114704,124700,28784,10070,4779,6712,1141,17-17019-20190808
County,2019/08/09,17,IL,17019,Champaign County,34463,175226,973358,165611,296640,248940,102503,109192,23661,11854,5819,8428,710,17-17019-20190809
County,2019/08/10,17,IL,17019,Champaign County,38319,171370,999491,191482,275455,254862,102839,116612,26988,15320,6234,8748,951,17-17019-20190810
County,2019/08/11,17,IL,17019,Champaign County,43350,166339,839633,142099,239097,233888,85109,81867,30349,13348,6674,6300,902,17-17019-20190811
County,2019/08/12,17,IL,17019,Champaign County,41720,167969,849561,132004,235223,236270,91610,99137,21806,20596,5447,6630,838,17-17019-20190812
County,2019/08/13,17,IL,17019,Champaign County,44809,164880,876338,160644,255645,212481,100722,98862,23302,12634,5574,5607,867,17-17019-20190813
County,2019/08/14,17,IL,17019,Champaign County,41987,167702,934819,169758,285465,206079,117840,109566,25138,10756,4691,4919,607,17-17019-20190814
County,2019/08/15,17,IL,17019,Champaign County,44297,165392,904950,184726,266376,186135,101459,115081,27467,11416,5999,5270,1021,17-17019-20190815
County,2019/08/16,17,IL,17019,Champaign County,38280,171409,958472,194652,299612,187087,100437,117342,32539,14209,7838,3994,762,17-17019-20190816
County,2019/08/17,17,IL,17019,Champaign County,39966,169723,994314,193813,299531,217111,112918,107166,33428,17354,7367,4712,914,17-17019-20190817
County,2019/08/18,17,IL,17019,Champaign County,41846,167843,849188,166725,280076,170806,85676,90095,24434,15872,10278,3926,1300,17-17019-20190818
County,2019/08/19,17,IL,17019,Champaign County,39629,170060,937014,196991,287538,204404,96263,99587,28377,10822,7768,3959,1305,17-17019-20190819
County,2019/08/20,17,IL,17019,Champaign County,40972,168717,946898,187234,272069,220220,103971,114691,25703,10367,7435,4215,993,17-17019-20190820
County,2019/08/21,17,IL,17019,Champaign County,40434,169255,1024223,208519,280700,278570,103186,102339,27683,10910,6664,4865,787,17-17019-20190821
County,2019/08/22,17,IL,17019,Champaign County,40672,169017,956980,192678,255809,248454,102937,109359,24644,9974,6473,5434,1218,17-17019-20190822
County,2019/08/23,17,IL,17019,Champaign County,43317,166372,951917,203413,264667,224177,106185,103275,25750,11103,7124,5293,930,17-17019-20190823
County,2019/08/24,17,IL,17019,Champaign County,41829,167860,1066107,213175,309168,278613,108222,105577,26216,11668,7525,5200,743,17-17019-20190824
County,2019/08/25,17,IL,17019,Champaign County,41465,168224,879826,199104,230289,253278,77668,75115,17919,9834,8780,6659,1180,17-17019-20190825
County,2019/08/26,17,IL,17019,Champaign County,39133,170556,968264,197199,244062,306135,87071,92668,18834,8083,6440,6310,1462,17-17019-20190826
County,2019/08/27,17,IL,17019,Champaign County,40581,169108,974415,207350,256421,289198,86513,94066,19917,8921,5572,5689,768,17-17019-20190827
County,2019/08/28,17,IL,17019,Champaign County,40983,168706,1026495,211250,261795,331119,86030,98272,20496,7877,5230,3912,514,17-17019-20190828
County,2019/08/29,17,IL,17019,Champaign County,41452,168237,977937,187488,232808,329355,90016,95350,20777,9468,5729,5879,1067,17-17019-20190829
County,2019/08/30,17,IL,17019,Champaign County,39763,169926,994630,208393,256436,273548,105313,104878,21917,10756,7044,5501,844,17-17019-20190830
County,2019/08/31,17,IL,17019,Champaign County,44761,164928,935676,198256,237183,248177,99920,101739,27597,11138,5839,5045,782,17-17019-20190831
County,2019/09/01,17,IL,17019,Champaign County,50008,159681,934614,210877,265865,154436,137984,109794,29050,14964,6371,3763,1510,17-17019-20190901
County,2019/09/02,17,IL,17019,Champaign County,51613,158076,880894,205705,263390,127160,117142,106153,30986,19315,6736,3047,1260,17-17019-20190902
County,2019/09/03,17,IL,17019,Champaign County,45959,163730,930253,229533,259692,147725,118120,128521,27226,10552,5224,2659,1001,17-17019-20190903
County,2019/09/04,17,IL,17019,Champaign County,48793,160896,1043980,257393,292897,169912,132641,143310,27219,12398,4952,2390,868,17-17019-20190904
County,2019/09/05,17,IL,17019,Champaign County,47677,162012,981636,249761,271326,153033,119053,136318,30073,11671,5396,3471,1534,17-17019-20190905
County,2019/09/06,17,IL,17019,Champaign County,46703,162986,996952,241912,272675,158755,129955,135723,32648,14054,6872,3138,1220,17-17019-20190906
County,2019/09/07,17,IL,17019,Champaign County,49924,159765,991531,234166,275953,140073,137247,139683,37910,15700,7571,1756,1472,17-17019-20190907
County,2019/09/08,17,IL,17019,Champaign County,54934,154755,879276,199083,242543,139406,125928,119855,26483,14053,8259,2612,1054,17-17019-20190908
County,2019/09/09,17,IL,17019,Champaign County,46956,162733,862983,200930,246474,163035,106815,103036,20503,10003,7195,3499,1493,17-17019-20190909
County,2019/09/10,17,IL,17019,Champaign County,43976,165713,943129,238447,262776,194820,109208,95610,19543,10248,6689,4742,1046,17-17019-20190910
County,2019/09/11,17,IL,17019,Champaign County,43808,165881,973304,250685,287310,198105,105128,91962,20129,9630,5747,3713,895,17-17019-20190911
County,2019/09/12,17,IL,17019,Champaign County,45689,164000,921788,237301,265917,160371,112322,103320,20703,10531,7073,3228,1022,17-17019-20190912
County,2019/09/13,17,IL,17019,Champaign County,44413,165276,962828,248167,268546,159934,128202,107238,25031,13463,7814,3670,763,17-17019-20190913
County,2019/09/14,17,IL,17019,Champaign County,46499,163190,948741,247157,273887,154330,117603,103003,27237,12856,7502,4178,988,17-17019-20190914
County,2019/09/15,17,IL,17019,Champaign County,46130,163559,884071,208417,257133,166517,112385,92979,22144,10588,8266,4720,922,17-17019-20190915
County,2019/09/16,17,IL,17019,Champaign County,46560,163129,929769,248852,266612,158624,110114,102877,21004,10361,6734,3601,990,17-17019-20190916
County,2019/09/17,17,IL,17019,Champaign County,46759,162930,912130,244062,262707,157129,106139,95729,25092,10097,6367,3752,1056,17-17019-20190917
County,2019/09/18,17,IL,17019,Champaign County,46514,163175,969885,259535,276657,161865,118452,112054,22570,9524,5535,2900,793,17-17019-20190918
County,2019/09/19,17,IL,17019,Champaign County,44968,164721,879150,235098,241550,159734,106573,95276,20494,9707,6153,2994,1571,17-17019-20190919
County,2019/09/20,17,IL,17019,Champaign County,47211,162478,979614,271031,257324,168198,123830,110656,24846,12033,8088,2884,724,17-17019-20190920
County,2019/09/21,17,IL,17019,Champaign County,48732,160957,974890,259470,269046,162600,118346,120949,22253,11869,6862,2591,904,17-17019-20190921
County,2019/09/22,17,IL,17019,Champaign County,46956,162733,860796,207323,246237,165405,101756,91404,22331,13412,8073,3471,1384,17-17019-20190922
County,2019/09/23,17,IL,17019,Champaign County,47604,162085,889392,244423,253523,155929,96934,98109,19165,10612,6725,2921,1051,17-17019-20190923
County,2019/09/24,17,IL,17019,Champaign County,47520,162169,947235,243771,269904,155268,120656,114772,23186,9797,5459,3568,854,17-17019-20190924
County,2019/09/25,17,IL,17019,Champaign County,46627,163062,962970,260261,253440,178757,115465,114035,21903,9240,5293,3861,715,17-17019-20190925
County,2019/09/26,17,IL,17019,Champaign County,46720,162969,986627,285355,229123,207024,117725,104214,22700,10774,5129,3649,934,17-17019-20190926
County,2019/09/27,17,IL,17019,Champaign County,46022,163667,983784,280840,247786,166914,126149,110733,27908,11396,7209,4187,662,17-17019-20190927
County,2019/09/28,17,IL,17019,Champaign County,48998,160691,923276,244617,233957,150623,123190,122393,23505,13546,6211,4188,1046,17-17019-20190928
County,2019/09/29,17,IL,17019,Champaign County,46284,163405,831798,200042,210578,187703,94460,92508,19211,13691,7012,6009,584,17-17019-20190929
County,2019/09/30,17,IL,17019,Champaign County,52742,156947,789782,184880,208937,170416,96319,89244,24247,8699,4310,2226,504,17-17019-20190930
County,2019/10/01,17,IL,17019,Champaign County,44288,165401,897691,216903,218771,237094,96657,90946,20946,8294,4519,3074,487,17-17019-20191001
County,2019/10/02,17,IL,17019,Champaign County,49138,160551,906387,220650,253971,182506,110715,101229,23208,6897,4044,2729,438,17-17019-20191002
County,2019/10/03,17,IL,17019,Champaign County,45102,164587,909639,196149,263577,183757,113909,110197,21854,9428,3579,6795,394,17-17019-20191003
County,2019/10/04,17,IL,17019,Champaign County,46677,163012,946482,195731,266934,245937,101585,94715,23346,8261,4666,4984,323,17-17019-20191004
County,2019/10/05,17,IL,17019,Champaign County,47017,162672,992419,205067,264615,268773,109072,100520,25173,9212,4547,5124,316,17-17019-20191005
County,2019/10/06,17,IL,17019,Champaign County,49526,160163,835411,190420,215554,191488,101573,89931,23687,12489,6359,3296,614,17-17019-20191006
County,2019/10/07,17,IL,17019,Champaign County,47687,162002,875721,187176,200134,259413,98269,100867,17940,5115,3526,3065,216,17-17019-20191007
County,2019/10/08,17,IL,17019,Champaign County,52644,157045,931874,247995,237540,140246,125876,136055,27090,10507,3638,2365,562,17-17019-20191008
County,2019/10/09,17,IL,17019,Champaign County,54017,155672,987753,257498,259496,144222,139802,140193,31621,10785,2878,612,646,17-17019-20191009
County,2019/10/10,17,IL,17019,Champaign County,42027,167662,927331,235272,262198,133326,121472,128728,28843,10916,4844,1379,353,17-17019-20191010
County,2019/10/11,17,IL,17019,Champaign County,44263,165426,917958,225304,249280,136428,125657,127667,31277,14047,6141,1745,412,17-17019-20191011
County,2019/10/12,17,IL,17019,Champaign County,45196,164493,907562,229181,246576,144397,121306,114750,31289,11608,6383,1753,319,17-17019-20191012
County,2019/10/13,17,IL,17019,Champaign County,46761,162928,855590,222160,242274,125169,115260,105474,24657,14016,5064,1245,271,17-17019-20191013
County,2019/10/14,17,IL,17019,Champaign County,44962,164727,1082165,303098,298143,151326,139124,132568,29514,16657,8827,2019,889,17-17019-20191014
County,2019/10/15,17,IL,17019,Champaign County,51710,157979,896830,216815,247533,141243,117537,131617,25296,12000,3339,1000,450,17-17019-20191015
County,2019/10/16,17,IL,17019,Champaign County,53040,156649,914634,204918,270722,141534,129712,130568,22255,11029,2396,1183,317,17-17019-20191016
County,2019/10/17,17,IL,17019,Champaign County,51964,157725,902463,204876,242280,128048,140375,141589,28776,10856,3796,1425,442,17-17019-20191017
County,2019/10/18,17,IL,17019,Champaign County,49809,159880,945334,229982,253314,128235,150082,133334,28255,15300,4632,1718,482,17-17019-20191018
County,2019/10/19,17,IL,17019,Champaign County,51927,157762,905797,215972,238682,129737,139489,130041,28674,16901,4364,1252,685,17-17019-20191019
County,2019/10/20,17,IL,17019,Champaign County,53542,156147,793828,186610,197793,128871,106210,127664,24868,14845,4930,1473,564,17-17019-20191020
County,2019/10/21,17,IL,17019,Champaign County,52023,157666,918412,225502,243116,139125,134140,138721,23926,9691,2573,971,647,17-17019-20191021
County,2019/10/22,17,IL,17019,Champaign County,52865,156824,940336,232083,260726,139004,137985,124675,29300,12056,3359,815,333,17-17019-20191022
County,2019/10/23,17,IL,17019,Champaign County,52389,157300,952784,242688,267824,131749,142377,129648,23868,9308,3247,1641,434,17-17019-20191023
County,2019/10/24,17,IL,17019,Champaign County,47493,162196,929971,229175,259654,127584,142344,127069,29629,9597,3176,1129,614,17-17019-20191024
County,2019/10/25,17,IL,17019,Champaign County,48100,161589,946037,218888,249679,147671,141695,143246,27956,10960,4152,1224,566,17-17019-20191025
County,2019/10/26,17,IL,17019,Champaign County,51981,157708,890096,186503,216832,142070,144780,154073,27839,12088,3818,1520,573,17-17019-20191026
County,2019/10/27,17,IL,17019,Champaign County,52710,156979,816550,202797,206333,118016,125773,119538,26003,12492,4381,941,276,17-17019-20191027
County,2019/10/28,17,IL,17019,Champaign County,49597,160092,903096,202975,244806,129596,140293,146271,26436,9401,2524,507,287,17-17019-20191028
County,2019/10/29,17,IL,17019,Champaign County,51001,158688,892579,209929,239325,134468,135539,138658,22934,8625,2445,375,281,17-17019-20191029
County,2019/10/30,17,IL,17019,Champaign County,61592,148097,918548,257557,261775,135779,125906,110264,14941,8502,2365,820,639,17-17019-20191030
County,2019/10/31,17,IL,17019,Champaign County,49350,160339,907794,221486,247936,139760,127682,132150,24366,11273,2108,686,347,17-17019-20191031
County,2019/11/01,17,IL,17019,Champaign County,47538,162151,978387,223514,264336,154615,150623,139511,27298,13395,4049,696,350,17-17019-20191101
County,2019/11/02,17,IL,17019,Champaign County,51152,158537,925298,223626,243027,133324,140860,136774,26204,16438,3866,581,598,17-17019-20191102
County,2019/11/03,17,IL,17019,Champaign County,52968,156721,813548,185069,224875,117196,133800,110142,20746,15229,4787,1207,497,17-17019-20191103
County,2019/11/04,17,IL,17019,Champaign County,49093,160596,905126,208064,245060,132106,144556,136979,23237,10435,3374,977,338,17-17019-20191104
County,2019/11/05,17,IL,17019,Champaign County,50299,159390,859272,179441,238431,128310,128503,143575,26416,11199,2059,1078,260,17-17019-20191105
County,2019/11/06,17,IL,17019,Champaign County,50422,159267,865719,209438,245103,125735,115730,128110,26371,10315,3335,1172,410,17-17019-20191106
County,2019/11/07,17,IL,17019,Champaign County,50193,159496,867477,184240,239581,123613,136234,142916,25149,10828,3146,1144,626,17-17019-20191107
County,2019/11/08,17,IL,17019,Champaign County,47191,162498,855252,194765,218618,140443,120927,135172,26861,11966,4278,1673,549,17-17019-20191108
County,2019/11/09,17,IL,17019,Champaign County,51518,158171,861902,170140,239501,135135,134762,135472,28390,12405,4174,1495,428,17-17019-20191109
County,2019/11/10,17,IL,17019,Champaign County,49382,160307,832899,192399,210490,127804,125477,128982,24996,15620,4947,1492,692,17-17019-20191110
County,2019/11/11,17,IL,17019,Champaign County,52360,157329,826066,203288,215162,117457,127168,123667,24538,10578,2444,1212,552,17-17019-20191111
County,2019/11/12,17,IL,17019,Champaign County,52091,157598,872973,212620,247476,126463,124265,122255,24801,10157,3151,1277,508,17-17019-20191112
County,2019/11/13,17,IL,17019,Champaign County,50404,159285,900054,207855,252281,136569,131777,135228,20420,11250,3013,995,666,17-17019-20191113
County,2019/11/14,17,IL,17019,Champaign County,49953,159736,852397,209700,220883,128423,126544,128840,23190,9959,3058,1321,479,17-17019-20191114
County,2019/11/15,17,IL,17019,Champaign County,48686,161003,889743,211122,254810,120851,122839,133146,29023,12890,3055,1499,508,17-17019-20191115
County,2019/11/16,17,IL,17019,Champaign County,57322,152367,899556,210329,241445,143287,136098,123624,25695,13524,3631,1510,413,17-17019-20191116
County,2019/11/17,17,IL,17019,Champaign County,53237,156452,734567,155328,194813,120428,111978,114951,17547,12676,4690,1628,528,17-17019-20191117
County,2019/11/18,17,IL,17019,Champaign County,50032,159657,876071,205367,247324,139008,119298,122172,28056,10074,3516,849,407,17-17019-20191118
County,2019/11/19,17,IL,17019,Champaign County,55549,154140,887213,213564,256611,131076,120338,125794,23056,12462,2942,749,621,17-17019-20191119
County,2019/11/20,17,IL,17019,Champaign County,50484,159205,859449,228277,223174,128607,112021,130086,22558,9608,3653,937,528,17-17019-20191120
County,2019/11/21,17,IL,17019,Champaign County,49978,159711,828504,202220,210776,119928,122716,130604,25992,11421,3473,897,477,17-17019-20191121
County,2019/11/22,17,IL,17019,Champaign County,44589,165100,804444,192066,202178,118017,110531,130548,25683,16216,7244,1497,464,17-17019-20191122
County,2019/11/23,17,IL,17019,Champaign County,52068,157621,817883,182240,205270,119323,130439,124990,33669,14400,5432,1601,519,17-17019-20191123
County,2019/11/24,17,IL,17019,Champaign County,51481,158208,792790,174559,209412,121460,133458,113554,22818,11168,4316,1463,582,17-17019-20191124
County,2019/11/25,17,IL,17019,Champaign County,46946,162743,878072,183545,230343,140814,129063,151153,28181,10652,2916,1013,392,17-17019-20191125
County,2019/11/26,17,IL,17019,Champaign County,46978,162711,915737,196388,230977,142738,144712,156890,26131,13189,2858,1324,530,17-17019-20191126
County,2019/11/27,17,IL,17019,Champaign County,44344,165345,894915,195813,231999,140209,129348,144558,31500,14548,4786,1723,431,17-17019-20191127
County,2019/11/28,17,IL,17019,Champaign County,52117,157572,748917,142979,168106,99372,141566,137887,34791,18010,4679,1191,336,17-17019-20191128
County,2019/11/29,17,IL,17019,Champaign County,47333,162356,956796,228495,238458,126897,162019,150665,29915,15689,3385,989,284,17-17019-20191129
County,2019/11/30,17,IL,17019,Champaign County,50351,159338,903153,214745,225471,130562,132863,148536,27702,17361,4495,999,419,17-17019-20191130
County,2019/12/01,17,IL,17019,Champaign County,52024,157665,739178,157110,184989,100750,106815,134395,27883,15526,9201,1729,780,17-17019-20191201
County,2019/12/02,17,IL,17019,Champaign County,51509,158180,900255,213470,225930,132821,133047,150824,27383,11728,3596,793,663,17-17019-20191202
County,2019/12/03,17,IL,17019,Champaign County,49637,160052,917636,204664,250954,133497,136949,146733,27112,13296,3433,611,387,17-17019-20191203
County,2019/12/04,17,IL,17019,Champaign County,50951,158738,924786,224304,255535,139806,126009,137225,26099,11634,2799,1050,325,17-17019-20191204
County,2019/12/05,17,IL,17019,Champaign County,50218,159471,900323,215740,244687,142425,126722,130455,25150,10302,3369,1057,416,17-17019-20191205
County,2019/12/06,17,IL,17019,Champaign County,50744,158945,908108,211975,234866,147012,129184,145558,25102,9593,3489,947,382,17-17019-20191206
County,2019/12/07,17,IL,17019,Champaign County,55101,154588,868094,195109,219658,132445,138699,134821,27508,14599,3932,803,520,17-17019-20191207
County,2019/12/08,17,IL,17019,Champaign County,57254,152435,897737,216720,241149,143194,131539,125721,23590,9895,3983,1062,884,17-17019-20191208
County,2019/12/09,17,IL,17019,Champaign County,57709,151980,964850,234461,243443,172853,139125,134541,22175,14252,2775,899,326,17-17019-20191209
County,2019/12/10,17,IL,17019,Champaign County,50127,159562,905229,203947,250532,146070,134242,125326,27342,12600,3467,1208,495,17-17019-20191210
County,2019/12/11,17,IL,17019,Champaign County,50324,159365,917352,215221,243570,142037,127149,143362,29954,10182,4180,1115,582,17-17019-20191211
County,2019/12/12,17,IL,17019,Champaign County,49353,160336,920173,203669,236275,142725,149395,140836,29011,12193,3462,1894,713,17-17019-20191212
County,2019/12/13,17,IL,17019,Champaign County,48525,161164,913400,203132,234493,143628,137620,139827,33633,14460,4338,1466,803,17-17019-20191213
County,2019/12/14,17,IL,17019,Champaign County,52485,157204,873003,167387,229249,129450,151197,138480,35327,15383,4631,1404,495,17-17019-20191214
County,2019/12/15,17,IL,17019,Champaign County,55658,154031,762754,150714,193924,120607,134408,121283,21520,14663,4162,644,829,17-17019-20191215
County,2019/12/16,17,IL,17019,Champaign County,51467,158222,850445,178622,235709,143660,142195,115638,22984,7930,2432,707,568,17-17019-20191216
County,2019/12/17,17,IL,17019,Champaign County,55581,154108,838544,167545,236769,146929,130579,116293,25325,9998,3385,1093,628,17-17019-20191217
County,2019/12/18,17,IL,17019,Champaign County,49873,159816,864011,178578,229530,140228,148928,131640,21479,9094,3508,488,538,17-17019-20191218
County,2019/12/19,17,IL,17019,Champaign County,54497,155192,876273,181616,237392,143009,134882,129611,27975,15770,4542,921,555,17-17019-20191219
County,2019/12/20,17,IL,17019,Champaign County,45747,163942,976030,202541,249720,150040,164019,159918,29572,12882,5790,922,626,17-17019-20191220
County,2019/12/21,17,IL,17019,Champaign County,47643,162046,899207,165847,230937,135843,157637,153733,36331,12377,4580,1130,792,17-17019-20191221
County,2019/12/22,17,IL,17019,Champaign County,47740,161949,860488,179273,187548,140104,150508,148235,28901,17857,5525,1039,1498,17-17019-20191222
County,2019/12/23,17,IL,17019,Champaign County,45851,163838,996914,184493,252985,148485,184676,171245,34998,14555,4190,473,814,17-17019-20191223
County,2019/12/24,17,IL,17019,Champaign County,47343,162346,895535,165559,222931,143791,162224,146687,30217,17429,5146,863,688,17-17019-20191224
County,2019/12/25,17,IL,17019,Champaign County,52065,157624,668298,130151,168373,93872,113183,107247,27158,20337,5798,1137,1042,17-17019-20191225
County,2019/12/26,17,IL,17019,Champaign County,48360,161329,816107,167373,198762,126094,127838,141661,28728,16661,6721,1550,719,17-17019-20191226
County,2019/12/27,17,IL,17019,Champaign County,46336,163353,829026,139353,208084,123712,149699,156099,30530,14172,5537,1277,563,17-17019-20191227
County,2019/12/28,17,IL,17019,Champaign County,49406,160283,821339,162664,206428,121848,133495,135739,35809,17856,5809,1024,667,17-17019-20191228
County,2019/12/29,17,IL,17019,Champaign County,57572,152117,645877,123734,162929,89071,109379,114461,23274,13743,6778,1894,614,17-17019-20191229
County,2019/12/30,17,IL,17019,Champaign County,46332,163357,755241,140132,203943,119795,130967,125318,21526,9501,3107,800,152,17-17019-20191230
County,2019/12/31,17,IL,17019,Champaign County,39121,170568,1111439,217739,304561,183212,180073,180816,29117,11223,3508,899,291,17-17019-20191231
County,2020/01/01,17,IL,17019,Champaign County,56064,153625,606949,143683,174685,76052,94054,78239,19428,10967,7646,1133,1062,17-17019-20200101
County,2020/01/02,17,IL,17019,Champaign County,47922,161767,796975,189383,231544,112058,110623,111843,21520,12305,5985,781,933,17-17019-20200102
County,2020/01/03,17,IL,17019,Champaign County,47534,162155,831623,203507,225051,113062,115018,123793,24735,16738,7421,1392,906,17-17019-20200103
County,2020/01/04,17,IL,17019,Champaign County,51085,158604,737548,179464,200116,97295,109905,101779,22311,17228,7203,1285,962,17-17019-20200104
County,2020/01/05,17,IL,17019,Champaign County,54232,155457,679259,166419,188852,88926,99527,97282,19282,10694,6760,785,732,17-17019-20200105
County,2020/01/06,17,IL,17019,Champaign County,48622,161067,780330,186507,225528,105717,113391,107866,22036,12602,5366,775,542,17-17019-20200106
County,2020/01/07,17,IL,17019,Champaign County,46319,163370,824881,212504,242851,114355,106727,105423,23885,13060,4806,719,551,17-17019-20200107
County,2020/01/08,17,IL,17019,Champaign County,45308,164381,842619,208411,254511,113643,113817,110453,22293,12951,5377,727,436,17-17019-20200108
County,2020/01/09,17,IL,17019,Champaign County,45072,164617,815332,196766,241292,111637,106095,113229,25879,13735,5146,864,689,17-17019-20200109
County,2020/01/10,17,IL,17019,Champaign County,44807,164882,881531,222060,262367,121490,118389,111007,25533,12926,6279,753,727,17-17019-20200110
County,2020/01/11,17,IL,17019,Champaign County,50448,159241,756467,189240,222358,101677,109518,94774,18808,12443,6417,547,685,17-17019-20200111
County,2020/01/12,17,IL,17019,Champaign County,55213,154476,689999,173995,198703,92923,100739,86891,17817,11611,5812,630,878,17-17019-20200112
County,2020/01/13,17,IL,17019,Champaign County,46579,163110,823437,201457,239071,107547,122712,110681,24175,12128,4462,542,662,17-17019-20200113
County,2020/01/14,17,IL,17019,Champaign County,46685,163004,849822,214632,249956,114351,114666,112228,25076,13580,4213,561,559,17-17019-20200114
County,2020/01/15,17,IL,17019,Champaign County,46219,163470,851395,211284,253295,119569,114213,110186,23790,13096,4805,572,585,17-17019-20200115
County,2020/01/16,17,IL,17019,Champaign County,45630,164059,836641,211290,249264,111019,110644,108018,24861,13734,6219,776,816,17-17019-20200116
County,2020/01/17,17,IL,17019,Champaign County,44206,165483,842739,213587,256081,115193,108465,107893,22350,12370,5615,685,500,17-17019-20200117
County,2020/01/18,17,IL,17019,Champaign County,51964,157725,758229,198240,214858,100302,106435,97114,20681,13326,5857,650,766,17-17019-20200118
County,2020/01/19,17,IL,17019,Champaign County,55005,154684,664064,158151,191753,90086,103853,82122,15974,11561,8890,989,685,17-17019-20200119
County,2020/01/20,17,IL,17019,Champaign County,50359,159330,749407,190372,212154,96928,106583,102426,20115,12603,7003,591,632,17-17019-20200120
County,2020/01/21,17,IL,17019,Champaign County,48486,161203,840722,225302,251308,110424,105184,107916,22801,12236,4188,723,640,17-17019-20200121
County,2020/01/22,17,IL,17019,Champaign County,47570,162119,841556,218816,252872,112123,111776,104273,22404,13119,5429,450,294,17-17019-20200122
County,2020/01/23,17,IL,17019,Champaign County,47575,162114,822853,225371,247312,105180,102659,102441,20132,12686,5841,655,576,17-17019-20200123
County,2020/01/24,17,IL,17019,Champaign County,46226,163463,903059,238493,274315,122289,113894,111459,23525,12044,5725,812,503,17-17019-20200124
County,2020/01/25,17,IL,17019,Champaign County,51853,157836,786769,207197,230770,102322,104093,100589,19933,14414,5860,769,822,17-17019-20200125
County,2020/01/26,17,IL,17019,Champaign County,53723,155966,721013,194852,212165,92384,97777,86786,16856,11702,7042,769,680,17-17019-20200126
County,2020/01/27,17,IL,17019,Champaign County,48472,161217,841135,233788,245007,110728,106623,104543,21493,12972,4897,524,560,17-17019-20200127
County,2020/01/28,17,IL,17019,Champaign County,47860,161829,850573,236199,251568,110498,106105,104932,21357,13968,4710,622,614,17-17019-20200128
